version,nBlocks,reserved0,blockId_01,jammingState_01,antStatus_01,antPower_01,postStatus_01,reserved1_01,noisePerMS_01,agcCnt_01,jamInd_01,ofsI_01,magI_01,ofsQ_01,magQ_01,reserved2_01,blockId_02,jammingState_02,antStatus_02,antPower_02,postStatus_02,reserved1_02,noisePerMS_02,agcCnt_02,jamInd_02,ofsI_02,magI_02,ofsQ_02,magQ_02,reserved2_02
0,2,0,0,0,1,2,0,0,83,5616,7,9,166,6,160,0,1,0,1,2,0,0,47,4914,3,9,145,6,139,0
0,2,0,0,0,1,2,0,0,83,5616,7,9,167,7,161,0,1,0,1,2,0,0,47,4914,4,17,146,4,141,0
0,2,0,0,0,1,2,0,0,83,5616,9,11,168,5,160,0,1,0,1,2,0,0,47,4914,4,14,147,4,141,0
0,2,0,0,0,1,2,0,0,83,5616,9,12,166,5,159,0,1,0,1,2,0,0,47,4914,3,7,148,4,139,0
0,2,0,0,0,1,2,0,0,82,5616,9,10,163,3,160,0,1,0,1,2,0,0,47,4914,4,16,148,6,140,0
0,2,0,0,0,1,2,0,0,82,5616,8,11,165,3,161,0,1,0,1,2,0,0,47,4914,4,12,146,1,141,0
0,2,0,0,0,1,2,0,0,82,5616,8,10,169,8,163,0,1,0,1,2,0,0,47,4914,3,8,143,2,138,0
0,2,0,0,0,1,2,0,0,82,5616,8,9,171,8,161,0,1,0,1,2,0,0,47,4914,5,14,145,4,139,0
0,2,0,0,0,1,2,0,0,82,5616,7,13,167,6,161,0,1,0,1,2,0,0,47,4914,5,18,147,8,142,0
0,2,0,0,0,1,2,0,0,82,5616,8,10,167,4,161,0,1,0,1,2,0,0,47,4914,4,13,144,5,141,0
0,2,0,0,0,1,2,0,0,82,5616,9,11,169,5,159,0,1,0,1,2,0,0,47,4914,3,17,146,3,137,0
0,2,0,0,0,1,2,0,0,82,5616,7,13,168,6,158,0,1,0,1,2,0,0,47,4914,3,15,146,7,144,0
0,2,0,0,0,1,2,0,0,82,5616,9,10,169,3,159,0,1,0,1,2,0,0,47,4914,3,12,146,6,141,0
0,2,0,0,0,1,2,0,0,81,5616,6,11,172,4,163,0,1,0,1,2,0,0,47,4914,4,21,146,5,140,0
0,2,0,0,0,1,2,0,0,81,5616,7,11,167,4,159,0,1,0,1,2,0,0,47,4914,4,4,145,5,141,0
0,2,0,0,0,1,2,0,0,81,5616,7,12,167,8,161,0,1,0,1,2,0,0,48,4914,4,20,143,4,139,0
